de la,132940
à la,56794
et de,37743
dans la,30090
que je,28965
dans le,26317
de son,25492
je ne,24297
dans les,23172
et les,22685
que le,22135
de sa,20853
et le,20554
et la,20000
que la,19418
tous les,19273
que les,19027
il y,18402
sur le,18014
de ses,16960
de ce,16801
ce que,16792
sur la,16446
ce qui,16378
que vous,15658
il ne,15143
il est,15088
et il,14218
de cette,14192
de ces,13667
toutes les,13111
et qui,13047
par la,12722
sur les,12639
je vous,12555
y a,12448
il se,12438
que nous,12112
et que,11893
dans un,11869
et des,11638
le plus,11468
à son,11362
par le,11099
qui se,11047
et à,10956
par les,10734
qui ne,10518
n'est pas,10469
m de,10297
un peu,10072
je me,10021
dans une,9963
et je,9911
je suis,9625
il avait,9573
pas de,9534
pour la,9423
il était,9067
les plus,9044
il faut,8834
de leur,8706
pour le,8690
que de,8662
de lui,8612
la vie,8594
qui est,8495
la tête,8355
ne se,8312
de se,8307
tout ce,8285
plus de,8249
à un,8173
les deux,8162
comme un,8102
mais il,8044
pour les,7997
à ce,7819
avec une,7803
on ne,7694
les autres,7689
tout le,7645
la plus,7553
que ce,7531
à une,7392
à sa,7391
et se,7295
dans son,7257
la main,7254
et en,7221
la porte,7178
le roi,7124
tout à,7049
ceux qui,7048
il n'y,7035
où il,7034
au milieu,6965
par un,6956
dans sa,6826
ce qu'il,6801
les yeux,6782
le monde,6741
de plus,6671
il a,6627
de leurs,6477
elle se,6422
avec un,6350
de mon,6279
un homme,6264
ce n'est,6113
elle ne,6101
ne pas,6054
sans doute,5971
y avait,5943
la première,5938
à cette,5916
de faire,5916
de vous,5888
que l'on,5854
qui lui,5814
de ne,5677
par une,5655
vous avez,5642
la nuit,5641
la mort,5612
de tous,5591
quelque chose,5588
la terre,5519
la maison,5460
dans cette,5459
de le,5452
en effet,5431
et si,5398
toute la,5391
de ma,5327
qu'il ne,5326
à ses,5321
de tout,5313
comme une,5219
le comte,5167
elle avait,5150
dans ce,5143
avec la,5139
et ne,5101
avec le,5090
quand il,5073
le premier,5068
pas à,5035
peu de,5027
a été,4999
qui a,4995
ne me,4992
avec les,4978
point de,4970
nous avons,4963
du monde,4960
je le,4938
et elle,4913
ne peut,4912
comme il,4885
qu'il avait,4840
n'y a,4827
par des,4821
de m,4820
les hommes,4804
il me,4792
le temps,4780
sur un,4774
bien que,4718
qu'il y,4697
plus que,4691
de toutes,4683
tant de,4680
je n'ai,4676
dans ses,4676
vous êtes,4658
vous ne,4650
n'était pas,4638
elle est,4624
et dans,4623
sous le,4600
madame de,4598
et pour,4590
et du,4580
dit le,4574
si vous,4572
elle était,4552
qui avait,4534
la ville,4511
en ce,4505
la rue,4492
il lui,4478
la mer,4472
que j'ai,4461
pour lui,4455
dont il,4434
la même,4428
que tu,4422
un grand,4418
et par,4387
la nature,4380
un jour,4376
et un,4340
la reine,4334
près de,4323
ne pouvait,4318
ne le,4292
il en,4268
entre les,4230
parce que,4226
à se,4201
qui le,4174
