il y a,8903
et de la,4796
il y avait,4397
que je ne,3894
ce n'est pas,3833
il n'y a,3743
de tous les,3195
tout le monde,3175
ce que je,3173
au milieu de,3094
je ne sais,2994
de la vie,2834
tout ce qui,2781
de ne pas,2722
tout à coup,2592
en même temps,2433
de toutes les,2406
à la fois,2374
tout ce que,2239
que je vous,2212
ce qui est,2197
au lieu de,2148
en ce moment,2093
le nom de,2080
tout de suite,2034
se mit à,2020
de la rue,2007
qu'il y a,1983
tout à fait,1950
peu à peu,1912
à peu près,1860
ce que vous,1857
de la maison,1854
de m de,1847
ne sont pas,1839
au moment où,1823
une sorte de,1801
je n'ai pas,1756
de ce que,1749
de la terre,1745
de la ville,1740
quelque chose de,1711
il n'y avait,1689
le jeune homme,1656
que vous avez,1650
de la mer,1642
au milieu des,1641
la première fois,1620
il est vrai,1616
pour ne pas,1614
je ne suis,1610
à la porte,1591
au fond de,1567
le comte de,1528
et à la,1514
à la main,1513
n'y a pas,1504
deux ou trois,1486
que je suis,1486
que nous avons,1465
la jeune fille,1461
je me suis,1459
il faut que,1458
de la nature,1457
un peu de,1443
tous les jours,1417
y a des,1414
et que je,1375
au bout de,1372
à cause de,1369
il y en,1368
à tous les,1340
et je ne,1335
de ceux qui,1331
je ne puis,1330
le temps de,1328
un de ces,1307
le duc de,1304
je ne me,1301
ce que nous,1282
la mort de,1273
à ce que,1273
que je me,1271
je vous ai,1270
il n'est pas,1248
la porte de,1246
à son tour,1235
de plus en,1232
de la france,1228
je ne vous,1225
je ne veux,1200
il ne faut,1198
dans la chambre,1197
de la cour,1195
plus en plus,1193
de ce qui,1189
tout ce qu'il,1181
tout à l'heure,1175
la fin de,1153
il y eut,1150
que vous ne,1142
plus ou moins,1140
ce n'était pas,1135
milieu de la,1135
dans le monde,1125
de la mort,1118
de sa vie,1107
y en a,1104
ne suis pas,1089
ce qui se,1087
pour la première,1072
il me semble,1068
dans tous les,1065
la plus grande,1064
à la fin,1063
mais il ne,1052
de tout ce,1050
à la tête,1036
le plus grand,1030
à côté de,1026
y a de,1025
un coup de,1020
de la guerre,1018
le droit de,1010
point de vue,1010
ne faut pas,1008
sur la terre,1004
de mme de,1002
de la nuit,998
on ne peut,982
une de ces,971
à toutes les,965
la plupart des,963
à travers les,962
de la reine,962
de son père,961
que ce soit,961
du côté de,961
que les autres,960
un homme qui,958
la jeune femme,953
ce qu'il y,948
mais je ne,947
la tête de,947
il ne se,944
ne sais pas,941
de la grande,933
de la chambre,930
ne veux pas,923
heures du matin,921
de temps en,920
de la porte,916
dans la salle,910
la vie de,906
qu'il y avait,906
dans la rue,903
un peu plus,902
dans la maison,897
temps en temps,897
je crois que,886
que nous ne,883
pour ainsi dire,880
à la cour,874
et il ne,874
de la société,870
et il se,868
sur la table,862
et qui ne,859
côté de la,853
autour de lui,851
que vous êtes,842
de madame de,840
de la même,835
de sa femme,833
et je me,833
dans toutes les,829
la main de,828
ne peut pas,826
et que le,826
de la femme,823
la maison de,813
où il y,809
la force de,809
qui ne se,808
y a un,807
au milieu du,806
de son côté,804
de la main,801
près de la,798
que je lui,798
de la famille,794
à ceux qui,794
dans sa chambre,792
et que la,789
tout de même,787
ce sont des,786
et que les,783
que tous les,780
à m de,780
que le roi,779
ce sont les,776
et de ses,775
que vous me,774
la ville de,772
le reste de,770
de la république,768
la tête et,767
dans la vie,763
en face de,761
de sa mère,754
sous le nom,753
je vous en,751
y a une,750
la duchesse de,746
de la science,745
cent mille francs,745
il en est,745
une partie de,743
une espèce de,743
au point de,741
je ne le,740
tout d'un coup,738
et dans les,736
et de sa,733
le roi de,732
trois ou quatre,731
de la part,724
que je n'ai,723
la rue de,722
me semble que,711
fond de la,706
et le plus,706
que de la,703
ce que j'ai,701
entre les deux,701
m de la,698
la fin du,695
tous ceux qui,693
de la liberté,693
partie de la,692
à cette époque,692
il ne pouvait,690
n'y avait pas,688
ne fut pas,688
un homme de,686
et de son,683
je viens de,682
de ce qu'il,680
si je ne,680
je vous prie,679
m de charlus,679
rien de plus,678
le long de,677
et je vous,676
un de ses,676
aussi bien que,676
et il y,673
le jour où,670
un jeune homme,667
est vrai que,667
de ces deux,666
et tous les,666
mais il est,666
que dans les,661
qu'il n'y a,660
de tout le,659
de la jeune,658
à cette heure,658
sur la route,658
de la plus,657
entre les mains,654
de son mari,653
au nom de,650
de ma vie,650
que m de,644
le long des,643
ne voulait pas,641
qui n'est pas,638
la porte du,631
que je le,628
de sorte que,628
le point de,627
en un mot,626
les yeux de,626
ce que les,625
le marquis de,621
je n'ai jamais,620
heures du soir,619
le plus souvent,618
la peine de,617
on ne sait,616
tous les autres,615
je vous le,615
salle à manger,615
la place de,613
tous les deux,613
grand nombre de,611
cinq ou six,610
et les plus,609
de manière à,603
ce que le,603
de la salle,601
dans la nuit,600
tous les hommes,599
au bord de,598
de la table,597
de la tête,596
dans la cour,595
ce que la,594
qui ne sont,594
de toute la,594
de la peine,593
de même que,593
ce qui lui,593
il a été,591
la femme de,590
la main et,590
à la suite,590
celle de la,590
et comme il,589
dans un coin,589
peu de temps,584
il se mit,583
la voix de,582
de l'autre côté,581
de nos jours,580
a pas de,578
comme si elle,578
je lui ai,577
celui de la,575
en quelque sorte,574
à la vie,574
à la maison,573
si ce n'est,572
bord de la,571
ceux qui ont,570
et les autres,568
le prince de,568
pas de la,567
si vous voulez,567
çà et là,566
de tant de,566
ce que c'est,565
femme de chambre,565
et dans le,564
le jour de,563
la vie et,562
il n'avait pas,561
et dans la,560
n'y a que,558
la vue de,556
à la mort,556
à ne pas,556
sur la place,554
et qui se,552
sur la tête,550
dans ses bras,550
et la plus,550
la cour de,548
la chambre de,548
tour à tour,547
et que vous,547
ce que tu,546
et il est,544
que tout le,543
faut que je,542
parce que je,542
de la place,539
porte de la,537
la cause de,537
dans le pays,537
mais il y,537
de se faire,536
à coups de,535
de temps à,534
un grand nombre,532
les gens de,532
de le faire,532
de la première,531
ne serait pas,530
autour de la,529
près de lui,529
moi je ne,528
dans le même,527
que les hommes,526
des gens qui,526
de la nation,525
que toutes les,525
ce qui me,524
dans le salon,524
à propos de,523
en train de,522
de bonne heure,522
de m le,521
de lui et,521
ce que l'on,521
il avait été,521
dans la ville,520
de toutes parts,519
de la révolution,518
n'y a rien,518
monsieur le comte,518
que dans la,516
tandis que le,516
je n'avais pas,516
avec tant de,516
les mains de,516
tandis que les,516
moment où il,514
bien que je,513
de son fils,512
à la place,512
à mesure que,511
ce qui était,510
de la petite,510
il n'a pas,508
même temps que,508
la salle à,508
de sa voix,507
au moment de,506
à ce qu'il,504
à voix basse,503
cause de la,503
la main sur,501
que dans le,501
c'est ce qui,500
ce qui ne,500
sur le dos,499
de sa fille,499
je ne pouvais,499
le chemin de,499
de la loi,497
au fond du,496
et lui dit,496
autre chose que,496
en dehors de,494
n'est pas un,494
il n'était pas,494
que nous nous,492
de la religion,492
coin de la,491
à la mode,491
toutes les autres,491
de la route,491
au-dessus de la,490
vous n'avez pas,489
que je vais,487
et je suis,487
ne pouvait pas,487
le moyen de,487
de la justice,486
de ses yeux,485
sur le point,485
l'un et l'autre,484
que c'est que,484
le nombre des,483
la terre et,483
que nous sommes,482
de la vérité,482
je vais vous,482
à ce moment,481
qui venait de,481
de lui faire,480
du monde et,477
et toutes les,477
que je viens,477
le bonheur de,476
qui est le,476
de ne plus,475
est le plus,475
et ce fut,475
sa femme et,475
on eût dit,474
que tu as,474
c'est ainsi que,474
le plaisir de,473
de mon père,473
y avait des,472
à sa femme,472
et ce qui,467
valet de chambre,467
la route de,465
dans le jardin,465
ne peut être,465
ou de la,464
et par conséquent,464
la manière dont,463
la porte et,461
à travers la,461
de la tour,460
une de ses,460
n'y a plus,459
la part de,459
y avait un,455
jusqu'à ce que,455
c'est ce que,454
c'est moi qui,454
pas à la,453
qu'il y ait,452
de la lune,451
encore une fois,451
pas besoin de,450
et que nous,449
la suite de,449
ne veut pas,449
à la mer,448
les yeux et,448
sur le seuil,448
quant à la,447
nous ne sommes,447
le monde et,447
que ceux qui,446
qui a été,445
bout de la,445
si bien que,445
les yeux sur,444
la plus belle,442
sous les yeux,442
de la sorte,442
il est bien,441
rue de la,441
y eut un,440
d'un coup de,439
heures et demie,438
le roi et,437
son père et,437
que vous vous,437
avec un sourire,437
de la patrie,437
que celui de,437
ce jeune homme,435
je ne saurais,433
aux yeux de,433
que celle de,433
à force de,433
ce ne fut,433
de la côte,432
de la mole,431
où il avait,430
de ne point,430
mme de sévigné,429
qui avait été,429
elle ne se,428
ce qui fait,428
le capitaine nemo,428
la comtesse de,428
n'y a point,428
je ne vois,426
où il se,425
à la même,425
mais elle ne,423
que ce n'est,423
la pensée de,423
une jeune fille,423
peu de chose,423
le désir de,422
sur le bord,422
de ses amis,421
ce qu'il avait,421
ne doit pas,420
il ne peut,420
et dont les,420
toutes sortes de,419
dans les rues,419
à la guerre,419
du duc de,418
qu'il n'y avait,418
à la vue,418
la ville et,418
le long du,417
n'y avait plus,417
que je te,417
même de la,416
à un autre,416
la liberté de,415
le coup de,415
à la campagne,414
à chaque instant,413
à ses pieds,412
et dont la,412
nous ne pouvons,412
long de la,412
ce n'est point,410
il ne lui,410
de celui qui,410
tout le reste,409
à un homme,408
à tout le,408
de la rivière,408
et les deux,406
et de plus,406
mais il faut,405
et elle se,405
ce ne sont,404
de la montagne,404
mme de rênal,404
à la première,404
et sur les,403
le plus de,403
à celle de,403
a plus de,403
ce fut un,403
de la fenêtre,402
un quart d'heure,402
n'en est pas,402
de la garde,402
une foule de,402
y en avait,401
un morceau de,401
à laquelle il,400
le chef de,400
dans la même,400
à cet égard,400
tout ce qu'on,399
je les ai,399
le titre de,399
le courage de,399
il faut bien,399
à ce point,399
nous n'avons pas,399
que la nature,398
la chambre des,398
de le voir,398
de plus de,398
m le duc,398
qui se sont,397
en état de,397
au bout d'un,397
où il était,397
comme les autres,397
de ce genre,397
le secret de,396
la main à,396
que par la,396
le corps de,395
de la force,395
du roi et,395
dans le cabinet,394
il est impossible,394
elle ne pouvait,394
de cet homme,394
que ce qui,393
ne sera pas,393
en tout cas,393
ceux de la,393
de son frère,393
n'est pas une,392
